id,schema_name,score,gold_masked_text,predicted_masked_text,normalized_gold,normalized_predicted
a_private_email_001,private_email,1,您好，我在填寫訂單時好像把信箱打錯了，可以幫我改成 [private_email] 嗎？不然我收不到電子發票，謝謝！,您好，我在填寫訂單時好像把信箱打錯了，可以幫我改成 [private_email] 嗎？不然我收不到電子發票，謝謝！,您好，我在填寫訂單時好像把信箱打錯了，可以幫我改成[private_email]嗎？不然我收不到電子發票，謝謝！,您好，我在填寫訂單時好像把信箱打錯了，可以幫我改成[private_email]嗎？不然我收不到電子發票，謝謝！
a_private_email_002,private_email,1,經理您好，這是我的履歷表，若有面試機會再麻煩您寄信至 [private_email]，或撥打我的手機 [private_phone]，感激不盡。,經理您好，這是我的履歷表，若有面試機會再麻煩您寄信至 [private_email]，或撥打我的手機 [private_phone]，感激不盡。,經理您好，這是我的履歷表，若有面試機會再麻煩您寄信至[private_email]，或撥打我的手機[private_phone]，感激不盡。,經理您好，這是我的履歷表，若有面試機會再麻煩您寄信至[private_email]，或撥打我的手機[private_phone]，感激不盡。
a_private_email_003,private_email,1,助教好，我是歷史系的[private_person]，學號是 [account_number]，期中考請假證明已經從我的信箱 [private_email] 寄出，請查收。,助教好，我是歷史系的[private_person]，學號是 [account_number]，期中考請假證明已經從我的信箱 [private_email] 寄出，請查收。,助教好，我是歷史系的[private_person]，學號是[account_number]，期中考請假證明已經從我的信箱[private_email]寄出，請查收。,助教好，我是歷史系的[private_person]，學號是[account_number]，期中考請假證明已經從我的信箱[private_email]寄出，請查收。
a_private_email_004,private_email,1,承辦人您好，我剛才用自然人憑證報稅失敗，出現錯誤碼，請再把解決步驟寄到我的備用信箱 [private_email]。,承辦人您好，我剛才用自然人憑證報稅失敗，出現錯誤碼，請再把解決步驟寄到我的備用信箱 [private_email]。,承辦人您好，我剛才用自然人憑證報稅失敗，出現錯誤碼，請再把解決步驟寄到我的備用信箱[private_email]。,承辦人您好，我剛才用自然人憑證報稅失敗，出現錯誤碼，請再把解決步驟寄到我的備用信箱[private_email]。
a_private_email_005,private_email,1,房東太太，租賃契約的電子檔請寄到 [private_email]，我確認過沒問題就會把押金轉過去。,房東太太，租賃契約的電子檔請寄到 [private_email]，我確認過沒問題就會把押金轉過去。,房東太太，租賃契約的電子檔請寄到[private_email]，我確認過沒問題就會把押金轉過去。,房東太太，租賃契約的電子檔請寄到[private_email]，我確認過沒問題就會把押金轉過去。
a_private_email_006,private_email,1,護理師你好，請問我的健檢報告可以直接寄電子檔給我就好嗎？我的 email 是 [private_email]，就不用再跑一趟醫院了。,護理師你好，請問我的健檢報告可以直接寄電子檔給我就好嗎？我的 email 是 [private_email]，就不用再跑一趟醫院了。,護理師你好，請問我的健檢報告可以直接寄電子檔給我就好嗎？我的email是[private_email]，就不用再跑一趟醫院了。,護理師你好，請問我的健檢報告可以直接寄電子檔給我就好嗎？我的email是[private_email]，就不用再跑一趟醫院了。
a_private_email_007,private_email,1,客服你好，我要更改信用卡帳單寄送的電子郵件，新的信箱是 [private_email]，麻煩幫我更新。,客服你好，我要更改信用卡帳單寄送的電子郵件，新的信箱是 [private_email]，麻煩幫我更新。,客服你好，我要更改信用卡帳單寄送的電子郵件，新的信箱是[private_email]，麻煩幫我更新。,客服你好，我要更改信用卡帳單寄送的電子郵件，新的信箱是[private_email]，麻煩幫我更新。
a_private_email_008,private_email,0,這是我們公司採購部[private_person]的聯絡方式，報價單請直接寄給他：[private_email]，有問題也可以加他的 LINE：[private_url]。,這是我們公司採購部[private_person]的聯絡方式，報價單請直接寄給他：[private_email]，有問題也可以加他的 LINE：[secret]。,這是我們公司採購部[private_person]的聯絡方式，報價單請直接寄給他：[private_email]，有問題也可以加他的LINE：[private_url]。,這是我們公司採購部[private_person]的聯絡方式，報價單請直接寄給他：[private_email]，有問題也可以加他的LINE：[secret]。
a_private_email_009,private_email,1,員警您好，我剛剛已經把被詐騙的對話紀錄截圖，全都寄到分局的信箱了，我是用 [private_email] 這個帳號寄的。,員警您好，我剛剛已經把被詐騙的對話紀錄截圖，全都寄到分局的信箱了，我是用 [private_email] 這個帳號寄的。,員警您好，我剛剛已經把被詐騙的對話紀錄截圖，全都寄到分局的信箱了，我是用[private_email]這個帳號寄的。,員警您好，我剛剛已經把被詐騙的對話紀錄截圖，全都寄到分局的信箱了，我是用[private_email]這個帳號寄的。
a_private_email_010,private_email,1,申辦光世代網路的合約書我已經簽好名了，如果還有缺什麼證件，請寄信到 [private_email] 通知我。,申辦光世代網路的合約書我已經簽好名了，如果還有缺什麼證件，請寄信到 [private_email] 通知我。,申辦光世代網路的合約書我已經簽好名了，如果還有缺什麼證件，請寄信到[private_email]通知我。,申辦光世代網路的合約書我已經簽好名了，如果還有缺什麼證件，請寄信到[private_email]通知我。
a_private_email_011,private_email,0,嗨，我是剛剛在二手板跟你買 switch 的鄉民，我的 PTT 帳號是 nintendofan99，遊戲序號再麻煩寄到 [private_email] 喔！,嗨，我是剛剛在二手板跟你買 switch 的鄉民，我的 PTT 帳號是 [private_person]，遊戲序號再麻煩寄到 [private_email] 喔！,嗨，我是剛剛在二手板跟你買switch的鄉民，我的PTT帳號是nintendofan99，遊戲序號再麻煩寄到[private_email]喔！,嗨，我是剛剛在二手板跟你買switch的鄉民，我的PTT帳號是[private_person]，遊戲序號再麻煩寄到[private_email]喔！
a_private_email_012,private_email,1,報名表上的緊急聯絡人我填我太太[private_person]，她的聯絡信箱是 [private_email]，手機號碼是 [private_phone]。,報名表上的緊急聯絡人我填我太太[private_person]，她的聯絡信箱是 [private_email]，手機號碼是 [private_phone]。,報名表上的緊急聯絡人我填我太太[private_person]，她的聯絡信箱是[private_email]，手機號碼是[private_phone]。,報名表上的緊急聯絡人我填我太太[private_person]，她的聯絡信箱是[private_email]，手機號碼是[private_phone]。
a_private_email_013,private_email,1,理賠專員您好，車禍的初判表和醫療收據我都準備好了，請把理賠申請書的 PDF 檔寄到 [private_email] 給我列印。,理賠專員您好，車禍的初判表和醫療收據我都準備好了，請把理賠申請書的 PDF 檔寄到 [private_email] 給我列印。,理賠專員您好，車禍的初判表和醫療收據我都準備好了，請把理賠申請書的PDF檔寄到[private_email]給我列印。,理賠專員您好，車禍的初判表和醫療收據我都準備好了，請把理賠申請書的PDF檔寄到[private_email]給我列印。
a_private_email_014,private_email,1,您好，我是區公所的[private_person]，這份公文的附件太大傳不過去，請改寄到我的公務信箱 [private_email]。,您好，我是區公所的[private_person]，這份公文的附件太大傳不過去，請改寄到我的公務信箱 [private_email]。,您好，我是區公所的[private_person]，這份公文的附件太大傳不過去，請改寄到我的公務信箱[private_email]。,您好，我是區公所的[private_person]，這份公文的附件太大傳不過去，請改寄到我的公務信箱[private_email]。
a_private_email_015,private_email,1,你們物流到底在搞什麼？等了三天包裹都沒來，麻煩查明原因後回覆到我的信箱 [private_email]，我不想一直打電話浪費電話費！,你們物流到底在搞什麼？等了三天包裹都沒來，麻煩查明原因後回覆到我的信箱 [private_email]，我不想一直打電話浪費電話費！,你們物流到底在搞什麼？等了三天包裹都沒來，麻煩查明原因後回覆到我的信箱[private_email]，我不想一直打電話浪費電話費！,你們物流到底在搞什麼？等了三天包裹都沒來，麻煩查明原因後回覆到我的信箱[private_email]，我不想一直打電話浪費電話費！
a_private_email_016,private_email,0,客服您好，我的遊戲帳號忘記密碼了，綁定的身分證是 [account_number]，請把密碼重置信寄到當初註冊的 [private_email]。,客服您好，我的遊戲帳號忘記密碼了，綁定的身分證是 [secret]，請把密碼重置信寄到當初註冊的 [private_email]。,客服您好，我的遊戲帳號忘記密碼了，綁定的身分證是[account_number]，請把密碼重置信寄到當初註冊的[private_email]。,客服您好，我的遊戲帳號忘記密碼了，綁定的身分證是[secret]，請把密碼重置信寄到當初註冊的[private_email]。
a_private_email_017,private_email,1,我要取消下個月的健身房會籍，當初留的會員信箱是 [private_email]，請確認取消後寄一封通知信給我。,我要取消下個月的健身房會籍，當初留的會員信箱是 [private_email]，請確認取消後寄一封通知信給我。,我要取消下個月的健身房會籍，當初留的會員信箱是[private_email]，請確認取消後寄一封通知信給我。,我要取消下個月的健身房會籍，當初留的會員信箱是[private_email]，請確認取消後寄一封通知信給我。
a_private_email_018,private_email,1,房仲你好，我對昨天看的那間信義區三房很有興趣，產權說明書跟格局圖可以先寄到 [private_email] 讓我參考嗎？,房仲你好，我對昨天看的那間信義區三房很有興趣，產權說明書跟格局圖可以先寄到 [private_email] 讓我參考嗎？,房仲你好，我對昨天看的那間信義區三房很有興趣，產權說明書跟格局圖可以先寄到[private_email]讓我參考嗎？,房仲你好，我對昨天看的那間信義區三房很有興趣，產權說明書跟格局圖可以先寄到[private_email]讓我參考嗎？
a_private_email_019,private_email,1,請問圖書館的逾期罰款可以線上刷卡嗎？因為我一直沒收到通知，後來才發現它跑到 [private_email] 的垃圾信件匣了。,請問圖書館的逾期罰款可以線上刷卡嗎？因為我一直沒收到通知，後來才發現它跑到 [private_email] 的垃圾信件匣了。,請問圖書館的逾期罰款可以線上刷卡嗎？因為我一直沒收到通知，後來才發現它跑到[private_email]的垃圾信件匣了。,請問圖書館的逾期罰款可以線上刷卡嗎？因為我一直沒收到通知，後來才發現它跑到[private_email]的垃圾信件匣了。
a_private_email_020,private_email,0,因為颱風班機被取消，我想改票到明天下午的長榮航班，確認信請寄到 [private_email]，護照號碼是 [account_number]。,因為颱風班機被取消，我想改票到明天下午的長榮航班，確認信請寄到 [private_email]，護照號碼是 [secret]。,因為颱風班機被取消，我想改票到明天下午的長榮航班，確認信請寄到[private_email]，護照號碼是[account_number]。,因為颱風班機被取消，我想改票到明天下午的長榮航班，確認信請寄到[private_email]，護照號碼是[secret]。
a_private_person_001,private_person,1,您好，我是[private_person]，昨天有在104投遞貴公司的軟體工程師職缺，想詢問面試進度，我的聯絡電話是[private_phone]。,您好，我是[private_person]，昨天有在104投遞貴公司的軟體工程師職缺，想詢問面試進度，我的聯絡電話是[private_phone]。,您好，我是[private_person]，昨天有在104投遞貴公司的軟體工程師職缺，想詢問面試進度，我的聯絡電話是[private_phone]。,您好，我是[private_person]，昨天有在104投遞貴公司的軟體工程師職缺，想詢問面試進度，我的聯絡電話是[private_phone]。
a_private_person_002,private_person,1,麻煩幫我把包裹寄到[private_address]，收件人填[private_person]就可以了。,麻煩幫我把包裹寄到[private_address]，收件人填[private_person]就可以了。,麻煩幫我把包裹寄到[private_address]，收件人填[private_person]就可以了。,麻煩幫我把包裹寄到[private_address]，收件人填[private_person]就可以了。
a_private_person_003,private_person,1,請問是客服中心嗎？我是[private_person]，我上週辦理的寬頻網路到現在都還沒來裝機，可以幫我查一下嗎？,請問是客服中心嗎？我是[private_person]，我上週辦理的寬頻網路到現在都還沒來裝機，可以幫我查一下嗎？,請問是客服中心嗎？我是[private_person]，我上週辦理的寬頻網路到現在都還沒來裝機，可以幫我查一下嗎？,請問是客服中心嗎？我是[private_person]，我上週辦理的寬頻網路到現在都還沒來裝機，可以幫我查一下嗎？
a_private_person_004,private_person,1,房東你好，我是[private_person]，這個月的房租已經匯過去了，帳號末五碼是[account_number]，再麻煩確認一下。,房東你好，我是[private_person]，這個月的房租已經匯過去了，帳號末五碼是[account_number]，再麻煩確認一下。,房東你好，我是[private_person]，這個月的房租已經匯過去了，帳號末五碼是[account_number]，再麻煩確認一下。,房東你好，我是[private_person]，這個月的房租已經匯過去了，帳號末五碼是[account_number]，再麻煩確認一下。
a_private_person_005,private_person,0,關於那筆保單退款，[private_person]已經在[private_date]臨櫃辦理完畢了，保單號碼是[account_number]。,關於那筆保單退款，[private_person]先生已經在[private_date]臨櫃辦理完畢了，保單號碼是[account_number]。,關於那筆保單退款，[private_person]已經在[private_date]臨櫃辦理完畢了，保單號碼是[account_number]。,關於那筆保單退款，[private_person]先生已經在[private_date]臨櫃辦理完畢了，保單號碼是[account_number]。
a_private_person_006,private_person,0,護理師您好，我要幫[private_person]掛號，她的身分證字號是[account_number]，初診表我已經填好了。,護理師您好，我要幫[private_person]掛號，她的身分證字號是[secret]，初診表我已經填好了。,護理師您好，我要幫[private_person]掛號，她的身分證字號是[account_number]，初診表我已經填好了。,護理師您好，我要幫[private_person]掛號，她的身分證字號是[secret]，初診表我已經填好了。
a_private_person_007,private_person,1,這是原民會補助的申請表，申請人請填寫羅馬拼音的傳統姓名，像我是填[private_person]，然後附上戶籍謄本。,這是原民會補助的申請表，申請人請填寫羅馬拼音的傳統姓名，像我是填[private_person]，然後附上戶籍謄本。,這是原民會補助的申請表，申請人請填寫羅馬拼音的傳統姓名，像我是填[private_person]，然後附上戶籍謄本。,這是原民會補助的申請表，申請人請填寫羅馬拼音的傳統姓名，像我是填[private_person]，然後附上戶籍謄本。
a_private_person_008,private_person,1,請問一下，[private_person]的健保卡是不是掉在你們診所？卡號是[account_number]，如果有我們晚點過去拿。,請問一下，[private_person]的健保卡是不是掉在你們診所？卡號是[account_number]，如果有我們晚點過去拿。,請問一下，[private_person]的健保卡是不是掉在你們診所？卡號是[account_number]，如果有我們晚點過去拿。,請問一下，[private_person]的健保卡是不是掉在你們診所？卡號是[account_number]，如果有我們晚點過去拿。
a_private_person_009,private_person,1,信用卡授權書上的英文姓名必須和護照相同，請確認填寫的是[private_person]，否則銀行會退件。,信用卡授權書上的英文姓名必須和護照相同，請確認填寫的是[private_person]，否則銀行會退件。,信用卡授權書上的英文姓名必須和護照相同，請確認填寫的是[private_person]，否則銀行會退件。,信用卡授權書上的英文姓名必須和護照相同，請確認填寫的是[private_person]，否則銀行會退件。
a_private_person_010,private_person,1,您好，我是[private_person]，之前有致電詢問過退稅的流程，想確認我的文件是否已經審核通過。,您好，我是[private_person]，之前有致電詢問過退稅的流程，想確認我的文件是否已經審核通過。,您好，我是[private_person]，之前有致電詢問過退稅的流程，想確認我的文件是否已經審核通過。,您好，我是[private_person]，之前有致電詢問過退稅的流程，想確認我的文件是否已經審核通過。
a_private_person_011,private_person,1,這次出差的機票已經訂好了，乘客名單有[private_person]和[private_person]，電子機票會寄到你們信箱。,這次出差的機票已經訂好了，乘客名單有[private_person]和[private_person]，電子機票會寄到你們信箱。,這次出差的機票已經訂好了，乘客名單有[private_person]和[private_person]，電子機票會寄到你們信箱。,這次出差的機票已經訂好了，乘客名單有[private_person]和[private_person]，電子機票會寄到你們信箱。
a_private_person_012,private_person,0,昨天下午去看診的時候，[private_person]非常的親切，解說病情也很詳細，真的很感謝他。,昨天下午去看診的時候，[private_person]醫師非常的親切，解說病情也很詳細，真的很感謝他。,昨天下午去看診的時候，[private_person]非常的親切，解說病情也很詳細，真的很感謝他。,昨天下午去看診的時候，[private_person]醫師非常的親切，解說病情也很詳細，真的很感謝他。
a_private_person_013,private_person,0,你好，我要找[private_person]，請問他現在在辦公室嗎？我們社區的監視器好像壞掉了需要報修。,你好，我要找[private_person]里長，請問他現在在辦公室嗎？我們社區的監視器好像壞掉了需要報修。,你好，我要找[private_person]，請問他現在在辦公室嗎？我們社區的監視器好像壞掉了需要報修。,你好，我要找[private_person]里長，請問他現在在辦公室嗎？我們社區的監視器好像壞掉了需要報修。
a_private_person_014,private_person,0,這份專案企劃書已經給[private_person]過目了，她的醫事人員字號是[account_number]，確認符合申請資格。,這份專案企劃書已經給[private_person]教授過目了，她的醫事人員字號是[secret]，確認符合申請資格。,這份專案企劃書已經給[private_person]過目了，她的醫事人員字號是[account_number]，確認符合申請資格。,這份專案企劃書已經給[private_person]教授過目了，她的醫事人員字號是[secret]，確認符合申請資格。
a_private_person_015,private_person,0,警察先生您好，我是[private_person]，我的車牌ABC-1234剛剛在停車場被別人擦撞了，想要報案。,警察先生您好，我是[private_person]先生，我的車牌[account_number]剛剛在停車場被別人擦撞了，想要報案。,警察先生您好，我是[private_person]，我的車牌ABC-1234剛剛在停車場被別人擦撞了，想要報案。,警察先生您好，我是[private_person]先生，我的車牌[account_number]剛剛在停車場被別人擦撞了，想要報案。
a_private_person_016,private_person,0,你可以直接加我的LINE，ID是[private_url]，跟[private_person]確認好簽約時間再跟我說。,你可以直接加我的LINE，ID是[@private_id]，跟[private_person]確認好簽約時間再跟我說。,你可以直接加我的LINE，ID是[private_url]，跟[private_person]確認好簽約時間再跟我說。,你可以直接加我的LINE，ID是[@private_id]，跟[private_person]確認好簽約時間再跟我說。
a_private_person_017,private_person,0,我在PTT的帳號是a1234567，昨天有發文問過租屋的問題，[private_person]有寄站內信給我提供資訊。,我在PTT的帳號是[account_number]，昨天有發文問過租屋的問題，[private_person]有寄站內信給我提供資訊。,我在PTT的帳號是a1234567，昨天有發文問過租屋的問題，[private_person]有寄站內信給我提供資訊。,我在PTT的帳號是[account_number]，昨天有發文問過租屋的問題，[private_person]有寄站內信給我提供資訊。
a_private_person_018,private_person,1,那個包裹的收件人寫[private_person]，但電話號碼留的是[private_phone]，這應該是市話吧，物流司機會打不通。,那個包裹的收件人寫[private_person]，但電話號碼留的是[private_phone]，這應該是市話吧，物流司機會打不通。,那個包裹的收件人寫[private_person]，但電話號碼留的是[private_phone]，這應該是市話吧，物流司機會打不通。,那個包裹的收件人寫[private_person]，但電話號碼留的是[private_phone]，這應該是市話吧，物流司機會打不通。
a_private_person_019,private_person,1,報稅系統登入需要輸入戶號，[private_person]的戶口名簿戶號是[account_number]，你幫我輸入一下。,報稅系統登入需要輸入戶號，[private_person]的戶口名簿戶號是[account_number]，你幫我輸入一下。,報稅系統登入需要輸入戶號，[private_person]的戶口名簿戶號是[account_number]，你幫我輸入一下。,報稅系統登入需要輸入戶號，[private_person]的戶口名簿戶號是[account_number]，你幫我輸入一下。
a_private_person_020,private_person,0,麻煩將電子發票開立給統編[account_number]，聯絡人請填[private_person]，電子郵件是[private_email]。,麻煩將電子發票開立給統編[account_number]，聯絡人請填[private_person]經理，電子郵件是[private_email]。,麻煩將電子發票開立給統編[account_number]，聯絡人請填[private_person]，電子郵件是[private_email]。,麻煩將電子發票開立給統編[account_number]，聯絡人請填[private_person]經理，電子郵件是[private_email]。
a_private_phone_001,private_phone,1,你好，這裡是黑貓宅急便，請問[private_person]在家嗎？我剛剛打你的手機 [private_phone] 沒人接。,你好，這裡是黑貓宅急便，請問[private_person]在家嗎？我剛剛打你的手機 [private_phone] 沒人接。,你好，這裡是黑貓宅急便，請問[private_person]在家嗎？我剛剛打你的手機[private_phone]沒人接。,你好，這裡是黑貓宅急便，請問[private_person]在家嗎？我剛剛打你的手機[private_phone]沒人接。
a_private_phone_002,private_phone,1,護理師您好，我想幫我女兒預約掛號，初診的話可以留我的聯絡電話 [private_phone] 嗎？,護理師您好，我想幫我女兒預約掛號，初診的話可以留我的聯絡電話 [private_phone] 嗎？,護理師您好，我想幫我女兒預約掛號，初診的話可以留我的聯絡電話[private_phone]嗎？,護理師您好，我想幫我女兒預約掛號，初診的話可以留我的聯絡電話[private_phone]嗎？
a_private_phone_003,private_phone,1,房東太太你好，我是剛剛看房的[private_person]，如果確定要租的話，請打這支市話 [private_phone] 找我。,房東太太你好，我是剛剛看房的[private_person]，如果確定要租的話，請打這支市話 [private_phone] 找我。,房東太太你好，我是剛剛看房的[private_person]，如果確定要租的話，請打這支市話[private_phone]找我。,房東太太你好，我是剛剛看房的[private_person]，如果確定要租的話，請打這支市話[private_phone]找我。
a_private_phone_004,private_phone,0,客服您好，我剛打 0800-000-123 都忙線，我的信用卡號是 [account_number]，掛失後請聯絡 [private_phone]。,客服您好，我剛打 [private_phone] 都忙線，我的信用卡號是 [account_number]，掛失後請聯絡 [private_phone]。,客服您好，我剛打0800-000-123都忙線，我的信用卡號是[account_number]，掛失後請聯絡[private_phone]。,客服您好，我剛打[private_phone]都忙線，我的信用卡號是[account_number]，掛失後請聯絡[private_phone]。
a_private_phone_005,private_phone,1,您好，這是我投遞應徵行銷企劃的履歷，有任何面試通知請寄到 [private_email] 或撥打 [private_phone]。,您好，這是我投遞應徵行銷企劃的履歷，有任何面試通知請寄到 [private_email] 或撥打 [private_phone]。,您好，這是我投遞應徵行銷企劃的履歷，有任何面試通知請寄到[private_email]或撥打[private_phone]。,您好，這是我投遞應徵行銷企劃的履歷，有任何面試通知請寄到[private_email]或撥打[private_phone]。
a_private_phone_006,private_phone,1,我收到蝦皮買的衣服了但尺寸不合，退貨單上的聯絡人是填[private_person]，電話留 [private_phone] 對嗎？,我收到蝦皮買的衣服了但尺寸不合，退貨單上的聯絡人是填[private_person]，電話留 [private_phone] 對嗎？,我收到蝦皮買的衣服了但尺寸不合，退貨單上的聯絡人是填[private_person]，電話留[private_phone]對嗎？,我收到蝦皮買的衣服了但尺寸不合，退貨單上的聯絡人是填[private_person]，電話留[private_phone]對嗎？
a_private_phone_007,private_phone,0,警察先生我要報案，剛剛在路口有一台車牌 ABC-1234 的車肇事逃逸，我的聯絡電話是 [private_phone]。,警察先生我要報案，剛剛在路口有一台車牌 [account_number] 的車肇事逃逸，我的聯絡電話是 [private_phone]。,警察先生我要報案，剛剛在路口有一台車牌ABC-1234的車肇事逃逸，我的聯絡電話是[private_phone]。,警察先生我要報案，剛剛在路口有一台車牌[account_number]的車肇事逃逸，我的聯絡電話是[private_phone]。
a_private_phone_008,private_phone,1,中華電信您好，我要申請市話移機，新地址是[private_address]，請聯絡我先生的手機 [private_phone]。,中華電信您好，我要申請市話移機，新地址是[private_address]，請聯絡我先生的手機 [private_phone]。,中華電信您好，我要申請市話移機，新地址是[private_address]，請聯絡我先生的手機[private_phone]。,中華電信您好，我要申請市話移機，新地址是[private_address]，請聯絡我先生的手機[private_phone]。
a_private_phone_009,private_phone,1,老闆娘我要訂明晚六點的八人包廂，我姓[private_person]，電話是 [private_phone]，麻煩幫我排靠窗的位置。,老闆娘我要訂明晚六點的八人包廂，我姓[private_person]，電話是 [private_phone]，麻煩幫我排靠窗的位置。,老闆娘我要訂明晚六點的八人包廂，我姓[private_person]，電話是[private_phone]，麻煩幫我排靠窗的位置。,老闆娘我要訂明晚六點的八人包廂，我姓[private_person]，電話是[private_phone]，麻煩幫我排靠窗的位置。
a_private_phone_010,private_phone,1,老師您好，我是[private_person]的媽媽，他今天發燒要請假，如果有急事可以打家裡電話 [private_phone] 找我。,老師您好，我是[private_person]的媽媽，他今天發燒要請假，如果有急事可以打家裡電話 [private_phone] 找我。,老師您好，我是[private_person]的媽媽，他今天發燒要請假，如果有急事可以打家裡電話[private_phone]找我。,老師您好，我是[private_person]的媽媽，他今天發燒要請假，如果有急事可以打家裡電話[private_phone]找我。
a_private_phone_011,private_phone,1,理賠專員您好，我的保單號碼是 [account_number]，如果有缺漏的文件請打 [private_phone] 通知我補件。,理賠專員您好，我的保單號碼是 [account_number]，如果有缺漏的文件請打 [private_phone] 通知我補件。,理賠專員您好，我的保單號碼是[account_number]，如果有缺漏的文件請打[private_phone]通知我補件。,理賠專員您好，我的保單號碼是[account_number]，如果有缺漏的文件請打[private_phone]通知我補件。
a_private_phone_012,private_phone,1,工程師您好，我的筆電開不了機，維修單號是 [account_number]，修好的話可以打 [private_phone] 叫我去拿嗎？,工程師您好，我的筆電開不了機，維修單號是 [account_number]，修好的話可以打 [private_phone] 叫我去拿嗎？,工程師您好，我的筆電開不了機，維修單號是[account_number]，修好的話可以打[private_phone]叫我去拿嗎？,工程師您好，我的筆電開不了機，維修單號是[account_number]，修好的話可以打[private_phone]叫我去拿嗎？
a_private_phone_013,private_phone,0,信義房屋的[private_person]你好，我對那間三房兩廳有興趣，可以加我的 LINE [private_url] 或打 [private_phone] 跟我約看屋嗎？,信義房屋的[private_person]你好，我對那間三房兩廳有興趣，可以加我的 LINE [secret] 或打 [private_phone] 跟我約看屋嗎？,信義房屋的[private_person]你好，我對那間三房兩廳有興趣，可以加我的LINE[private_url]或打[private_phone]跟我約看屋嗎？,信義房屋的[private_person]你好，我對那間三房兩廳有興趣，可以加我的LINE[secret]或打[private_phone]跟我約看屋嗎？
a_private_phone_014,private_phone,0,您好，我要查詢[private_date]的健檢報告，我的身分證字號是 [account_number]，當初留的電話是 [private_phone]。,您好，我要查詢民國[private_date]的健檢報告，我的身分證字號是 [secret]，當初留的電話是 [private_phone]。,您好，我要查詢[private_date]的健檢報告，我的身分證字號是[account_number]，當初留的電話是[private_phone]。,您好，我要查詢民國[private_date]的健檢報告，我的身分證字號是[secret]，當初留的電話是[private_phone]。
a_private_phone_015,private_phone,1,保養廠老闆你好，我的車子冷氣不冷，明天早上牽過去給你看，你可以打 [private_phone] 跟我報價嗎？,保養廠老闆你好，我的車子冷氣不冷，明天早上牽過去給你看，你可以打 [private_phone] 跟我報價嗎？,保養廠老闆你好，我的車子冷氣不冷，明天早上牽過去給你看，你可以打[private_phone]跟我報價嗎？,保養廠老闆你好，我的車子冷氣不冷，明天早上牽過去給你看，你可以打[private_phone]跟我報價嗎？
a_private_phone_016,private_phone,1,國稅局您好，我要詢問房屋稅的問題，稅籍編號是 [account_number]，如果有需要本人說明的可以打 [private_phone]。,國稅局您好，我要詢問房屋稅的問題，稅籍編號是 [account_number]，如果有需要本人說明的可以打 [private_phone]。,國稅局您好，我要詢問房屋稅的問題，稅籍編號是[account_number]，如果有需要本人說明的可以打[private_phone]。,國稅局您好，我要詢問房屋稅的問題，稅籍編號是[account_number]，如果有需要本人說明的可以打[private_phone]。
a_private_phone_017,private_phone,1,好市多客服您好，我要更改會員資料，把原本的市話改成手機 [private_phone]，這樣才收得到簡訊。,好市多客服您好，我要更改會員資料，把原本的市話改成手機 [private_phone]，這樣才收得到簡訊。,好市多客服您好，我要更改會員資料，把原本的市話改成手機[private_phone]，這樣才收得到簡訊。,好市多客服您好，我要更改會員資料，把原本的市話改成手機[private_phone]，這樣才收得到簡訊。
a_private_phone_018,private_phone,1,台鐵失物招領處您好，我昨天在自強號上掉了一個黑色錢包，如果有人撿到請打 [private_phone] 聯絡我，萬分感謝。,台鐵失物招領處您好，我昨天在自強號上掉了一個黑色錢包，如果有人撿到請打 [private_phone] 聯絡我，萬分感謝。,台鐵失物招領處您好，我昨天在自強號上掉了一個黑色錢包，如果有人撿到請打[private_phone]聯絡我，萬分感謝。,台鐵失物招領處您好，我昨天在自強號上掉了一個黑色錢包，如果有人撿到請打[private_phone]聯絡我，萬分感謝。
a_private_phone_019,private_phone,1,填寫這份問卷就有機會抽中最新款手機喔！請留下您的真實姓名[private_person]與聯絡電話 [private_phone] 以利中獎通知。,填寫這份問卷就有機會抽中最新款手機喔！請留下您的真實姓名[private_person]與聯絡電話 [private_phone] 以利中獎通知。,填寫這份問卷就有機會抽中最新款手機喔！請留下您的真實姓名[private_person]與聯絡電話[private_phone]以利中獎通知。,填寫這份問卷就有機會抽中最新款手機喔！請留下您的真實姓名[private_person]與聯絡電話[private_phone]以利中獎通知。
a_private_phone_020,private_phone,1,醫生你好，我們家狗狗今天拉肚子，我下午會帶牠過去看診，我的聯絡號碼是 [private_phone]，請問需要先預約嗎？,醫生你好，我們家狗狗今天拉肚子，我下午會帶牠過去看診，我的聯絡號碼是 [private_phone]，請問需要先預約嗎？,醫生你好，我們家狗狗今天拉肚子，我下午會帶牠過去看診，我的聯絡號碼是[private_phone]，請問需要先預約嗎？,醫生你好，我們家狗狗今天拉肚子，我下午會帶牠過去看診，我的聯絡號碼是[private_phone]，請問需要先預約嗎？
a_private_url_001,private_url,1,我叫[private_person]，應徵貴公司的行銷專員，這是我過去經營的部落格：[private_url]，裡面有幾篇爆款文章的數據分析。,我叫[private_person]，應徵貴公司的行銷專員，這是我過去經營的部落格：[private_url]，裡面有幾篇爆款文章的數據分析。,我叫[private_person]，應徵貴公司的行銷專員，這是我過去經營的部落格：[private_url]，裡面有幾篇爆款文章的數據分析。,我叫[private_person]，應徵貴公司的行銷專員，這是我過去經營的部落格：[private_url]，裡面有幾篇爆款文章的數據分析。
